tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		1.5	201.8	-30.7	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:14:00	3.46e-08	1.13e-09	3.63e-10	4e-10	8	273	CF1.1b:LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	10	pmagpy-3.22.1	CF1.1b	u	0.02	0	0.0	0.0	10	273
	This study		1.6	201.8	-30.8	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:15:21	3.43e-08	1.25e-09	3.57e-10	3.9600000000000003e-10	8	273	CF1.1b:LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	11	pmagpy-3.22.1	CF1.1b	u	0.025	0	0.0	0.0	11	273
	This study		1.5	201.7	-30.8	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:16:52	3.4e-08	8.97e-10	5.66e-10	3.9300000000000004e-10	8	273	CF1.1b:LP-DIR-AF12	LT-AF-Z:LP-DIR-AF	g	12	pmagpy-3.22.1	CF1.1b	u	0.03	0	0.0	0.0	12	273
	This study		1.6	201.9	-30.9	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:18:12	3.3599999999999996e-08	1.06e-09	6.859999999999999e-10	3.9600000000000003e-10	8	273	CF1.1b:LP-DIR-AF13	LT-AF-Z:LP-DIR-AF	g	13	pmagpy-3.22.1	CF1.1b	u	0.035	0	0.0	0.0	13	273
	This study		1.5	202.1	-30.9	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:19:33	3.32e-08	9.120000000000001e-10	6.24e-10	3.9e-10	8	273	CF1.1b:LP-DIR-AF14	LT-AF-Z:LP-DIR-AF	g	14	pmagpy-3.22.1	CF1.1b	u	0.04	0	0.0	0.0	14	273
	This study		1.6	201.9	-31.1	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:20:58	3.27e-08	8.91e-10	6.49e-10	3.7900000000000004e-10	8	273	CF1.1b:LP-DIR-AF15	LT-AF-Z:LP-DIR-AF	g	15	pmagpy-3.22.1	CF1.1b	u	0.045	0	0.0	0.0	15	273
	This study		1.6	201.9	-31.3	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:22:19	3.2200000000000004e-08	9.26e-10	6.29e-10	3.8199999999999997e-10	8	273	CF1.1b:LP-DIR-AF16	LT-AF-Z:LP-DIR-AF	g	16	pmagpy-3.22.1	CF1.1b	u	0.05	0	0.0	0.0	16	273
	This study		1.6	201.8	-31.5	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:23:40	3.17e-08	9.33e-10	6.3e-10	3.8100000000000003e-10	8	273	CF1.1b:LP-DIR-AF17	LT-AF-Z:LP-DIR-AF	g	17	pmagpy-3.22.1	CF1.1b	u	0.055	0	0.0	0.0	17	273
	This study		1.7	201.7	-31.6	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:25:01	3.1299999999999996e-08	8.98e-10	6.43e-10	3.7199999999999996e-10	8	273	CF1.1b:LP-DIR-AF18	LT-AF-Z:LP-DIR-AF	g	18	pmagpy-3.22.1	CF1.1b	u	0.06	0	0.0	0.0	18	273
	This study		1.7	201.7	-31.4	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:26:21	3.02e-08	9.04e-10	6.469999999999999e-10	3.65e-10	8	273	CF1.1b:LP-DIR-AF19	LT-AF-Z:LP-DIR-AF	g	19	pmagpy-3.22.1	CF1.1b	u	0.07	0	0.0	0.0	19	273
	This study		1.7	201.9	-30.4	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:27:42	2.9100000000000002e-08	8.93e-10	6.14e-10	3.61e-10	8	273	CF1.1b:LP-DIR-AF20	LT-AF-Z:LP-DIR-AF	g	20	pmagpy-3.22.1	CF1.1b	u	0.08	0	0.0	0.0	20	273
	This study		1.7	202.1	-29.3	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:29:03	2.8199999999999998e-08	8.859999999999999e-10	6.06e-10	3.5000000000000003e-10	8	273	CF1.1b:LP-DIR-AF21	LT-AF-Z:LP-DIR-AF	g	21	pmagpy-3.22.1	CF1.1b	u	0.09	0	0.0	0.0	21	273
	This study		1.7	202.5	-28.3	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:30:24	2.76e-08	8.87e-10	5.91e-10	3.4500000000000005e-10	8	273	CF1.1b:LP-DIR-AF22	LT-AF-Z:LP-DIR-AF	g	22	pmagpy-3.22.1	CF1.1b	u	0.1	0	0.0	0.0	22	273
	This study		1.7	203.5	-25.2	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:31:50	2.63e-08	6.900000000000001e-10	6.22e-10	3.7199999999999996e-10	8	273	CF1.1b:LP-DIR-AF23	LT-AF-Z:LP-DIR-AF	g	23	pmagpy-3.22.1	CF1.1b	u	0.12	0	0.0	0.0	23	273
	This study		1.4	204.1	-28.9	CF1.1b:LP-DIR-AF	hargrave 2018-08-24 19:33:18	2.7200000000000002e-08	6.96e-10	6.34e-10	1.9199999999999998e-10	8	273	CF1.1b:LP-DIR-AF24	LT-AF-Z:LP-DIR-AF	g	24	pmagpy-3.22.1	CF1.1b	u	0.13	0	0.0	0.0	24	273
	This study		2.1	177.0	-11.1	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:34:53	1.55e-08	4.77e-10	5e-10	1.95e-10	8	273	CF1.2b:LP-DIR-AF0	LT-NO:LP-DIR-AF	g	25	pmagpy-3.22.1	CF1.2b	u	0.0	0	0.0	0.0	0	273
	This study		1.5	176.8	-12.5	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:36:17	1.54e-08	2.1000000000000002e-10	3.8e-10	1.56e-10	8	273	CF1.2b:LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	26	pmagpy-3.22.1	CF1.2b	u	0.001	0	0.0	0.0	1	273
	This study		1.5	176.9	-12.5	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:37:37	1.54e-08	2.0400000000000002e-10	3.7900000000000004e-10	1.6000000000000002e-10	8	273	CF1.2b:LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	27	pmagpy-3.22.1	CF1.2b	u	0.002	0	0.0	0.0	2	273
	This study		1.4	176.9	-12.5	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:38:58	1.54e-08	2.02e-10	3.54e-10	1.5900000000000002e-10	8	273	CF1.2b:LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	28	pmagpy-3.22.1	CF1.2b	u	0.003	0	0.0	0.0	3	273
	This study		1.5	177.0	-12.5	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:40:19	1.53e-08	2.07e-10	3.6600000000000003e-10	1.5900000000000002e-10	8	273	CF1.2b:LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	29	pmagpy-3.22.1	CF1.2b	u	0.004	0	0.0	0.0	4	273
	This study		1.5	176.9	-12.6	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:41:39	1.53e-08	2.06e-10	3.6799999999999997e-10	1.5900000000000002e-10	8	273	CF1.2b:LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	30	pmagpy-3.22.1	CF1.2b	u	0.005	0	0.0	0.0	5	273
	This study		1.4	177.3	-12.7	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:43:03	1.53e-08	4.04e-10	3.08e-10	1.6099999999999999e-10	8	273	CF1.2b:LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	31	pmagpy-3.22.1	CF1.2b	u	0.0075	0	0.0	0.0	6	273
	This study		1.5	177.1	-12.8	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:44:23	1.52e-08	2.0500000000000002e-10	3.6600000000000003e-10	1.56e-10	8	273	CF1.2b:LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	32	pmagpy-3.22.1	CF1.2b	u	0.01	0	0.0	0.0	7	273
	This study		1.5	177.1	-13.0	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:45:44	1.51e-08	2.11e-10	3.6e-10	1.56e-10	8	273	CF1.2b:LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	33	pmagpy-3.22.1	CF1.2b	u	0.0125	0	0.0	0.0	8	273
	This study		1.5	177.2	-13.1	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:47:04	1.51e-08	1.97e-10	3.65e-10	1.54e-10	8	273	CF1.2b:LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	34	pmagpy-3.22.1	CF1.2b	u	0.015	0	0.0	0.0	9	273
	This study		1.4	177.2	-13.3	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:48:24	1.49e-08	2e-10	3.52e-10	1.52e-10	8	273	CF1.2b:LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	35	pmagpy-3.22.1	CF1.2b	u	0.02	0	0.0	0.0	10	273
	This study		1.4	177.2	-13.4	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:49:45	1.48e-08	1.99e-10	3.5000000000000003e-10	1.49e-10	8	273	CF1.2b:LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	36	pmagpy-3.22.1	CF1.2b	u	0.025	0	0.0	0.0	11	273
	This study		1.5	177.3	-13.6	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:51:05	1.47e-08	1.95e-10	3.5499999999999996e-10	1.4699999999999998e-10	8	273	CF1.2b:LP-DIR-AF12	LT-AF-Z:LP-DIR-AF	g	37	pmagpy-3.22.1	CF1.2b	u	0.03	0	0.0	0.0	12	273
	This study		1.4	177.2	-13.7	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:52:26	1.4499999999999999e-08	1.9199999999999998e-10	3.4099999999999996e-10	1.4500000000000002e-10	8	273	CF1.2b:LP-DIR-AF13	LT-AF-Z:LP-DIR-AF	g	38	pmagpy-3.22.1	CF1.2b	u	0.035	0	0.0	0.0	13	273
	This study		1.5	177.0	-13.7	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:53:46	1.44e-08	1.9e-10	3.4099999999999996e-10	1.44e-10	8	273	CF1.2b:LP-DIR-AF14	LT-AF-Z:LP-DIR-AF	g	39	pmagpy-3.22.1	CF1.2b	u	0.04	0	0.0	0.0	14	273
	This study		1.5	177.1	-13.8	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:55:06	1.42e-08	1.88e-10	3.44e-10	1.43e-10	8	273	CF1.2b:LP-DIR-AF15	LT-AF-Z:LP-DIR-AF	g	40	pmagpy-3.22.1	CF1.2b	u	0.045	0	0.0	0.0	15	273
	This study		1.4	177.4	-13.7	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:56:30	1.42e-08	2.9399999999999997e-10	3.25e-10	1.42e-10	8	273	CF1.2b:LP-DIR-AF16	LT-AF-Z:LP-DIR-AF	g	41	pmagpy-3.22.1	CF1.2b	u	0.05	0	0.0	0.0	16	273
	This study		1.3	177.0	-13.9	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:57:52	1.4e-08	1.48e-10	3.05e-10	1.4e-10	8	273	CF1.2b:LP-DIR-AF17	LT-AF-Z:LP-DIR-AF	g	42	pmagpy-3.22.1	CF1.2b	u	0.055	0	0.0	0.0	17	273
	This study		1.4	177.1	-13.8	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 19:59:16	1.4e-08	3.6799999999999997e-10	2.88e-10	1.43e-10	8	273	CF1.2b:LP-DIR-AF18	LT-AF-Z:LP-DIR-AF	g	43	pmagpy-3.22.1	CF1.2b	u	0.06	0	0.0	0.0	18	273
	This study		1.4	177.1	-13.2	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 20:00:40	1.38e-08	3.63e-10	2.8e-10	1.42e-10	8	273	CF1.2b:LP-DIR-AF19	LT-AF-Z:LP-DIR-AF	g	44	pmagpy-3.22.1	CF1.2b	u	0.07	0	0.0	0.0	19	273
	This study		1.5	176.8	-11.9	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 20:02:01	1.35e-08	1.8599999999999998e-10	3.29e-10	1.3899999999999999e-10	8	273	CF1.2b:LP-DIR-AF20	LT-AF-Z:LP-DIR-AF	g	45	pmagpy-3.22.1	CF1.2b	u	0.08	0	0.0	0.0	20	273
	This study		1.5	176.8	-11.0	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 20:03:25	1.31e-08	1.78e-10	3.13e-10	1.38e-10	8	273	CF1.2b:LP-DIR-AF21	LT-AF-Z:LP-DIR-AF	g	46	pmagpy-3.22.1	CF1.2b	u	0.09	0	0.0	0.0	21	273
	This study		1.5	176.5	-10.0	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 20:04:46	1.3e-08	1.77e-10	3.09e-10	1.3899999999999999e-10	8	273	CF1.2b:LP-DIR-AF22	LT-AF-Z:LP-DIR-AF	g	47	pmagpy-3.22.1	CF1.2b	u	0.1	0	0.0	0.0	22	273
	This study		1.4	176.8	-8.3	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 20:06:08	1.28e-08	1.8100000000000002e-10	2.97e-10	1.42e-10	8	273	CF1.2b:LP-DIR-AF23	LT-AF-Z:LP-DIR-AF	g	48	pmagpy-3.22.1	CF1.2b	u	0.12	0	0.0	0.0	23	273
	This study		1.4	177.7	-12.4	CF1.2b:LP-DIR-AF	hargrave 2018-08-24 20:07:39	1.29e-08	3.4e-10	2.55e-10	1.37e-10	8	273	CF1.2b:LP-DIR-AF24	LT-AF-Z:LP-DIR-AF	g	49	pmagpy-3.22.1	CF1.2b	u	0.13	0	0.0	0.0	24	273
	This study		1.0	210.1	-21.5	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:09:14	5.2e-08	2.56e-10	5.01e-10	7.45e-10	8	273	CF1.6b:LP-DIR-AF0	LT-NO:LP-DIR-AF	g	50	pmagpy-3.22.1	CF1.6b	u	0.0	0	0.0	0.0	0	273
	This study		1.5	209.9	-21.0	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:10:34	5.2e-08	9.31e-10	5.74e-10	9.52e-10	8	273	CF1.6b:LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	51	pmagpy-3.22.1	CF1.6b	u	0.001	0	0.0	0.0	1	273
	This study		1.4	209.9	-21.0	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:11:59	5.2099999999999997e-08	7.330000000000001e-10	5.83e-10	9.74e-10	8	273	CF1.6b:LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	52	pmagpy-3.22.1	CF1.6b	u	0.002	0	0.0	0.0	2	273
	This study		1.5	209.9	-21.0	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:13:19	5.2e-08	9.57e-10	5.96e-10	9.71e-10	8	273	CF1.6b:LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	53	pmagpy-3.22.1	CF1.6b	u	0.003	0	0.0	0.0	3	273
	This study		1.5	210.0	-21.0	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:14:40	5.2e-08	9.42e-10	5.7e-10	9.71e-10	8	273	CF1.6b:LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	54	pmagpy-3.22.1	CF1.6b	u	0.004	0	0.0	0.0	4	273
	This study		1.3	210.0	-20.9	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:16:04	5.2099999999999997e-08	6.31e-10	5.63e-10	9.79e-10	8	273	CF1.6b:LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	55	pmagpy-3.22.1	CF1.6b	u	0.005	0	0.0	0.0	5	273
	This study		1.5	210.2	-21.0	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:17:28	5.1799999999999994e-08	9.33e-10	5.85e-10	9.69e-10	8	273	CF1.6b:LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	56	pmagpy-3.22.1	CF1.6b	u	0.0075	0	0.0	0.0	6	273
	This study		1.5	210.4	-21.1	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:18:48	5.17e-08	9.470000000000001e-10	5.98e-10	9.71e-10	8	273	CF1.6b:LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	57	pmagpy-3.22.1	CF1.6b	u	0.01	0	0.0	0.0	7	273
	This study		1.5	210.5	-21.1	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:20:09	5.1500000000000005e-08	9.17e-10	5.81e-10	9.669999999999999e-10	8	273	CF1.6b:LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	58	pmagpy-3.22.1	CF1.6b	u	0.0125	0	0.0	0.0	8	273
	This study		1.6	210.8	-21.1	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:21:30	5.1299999999999996e-08	9.58e-10	6.3e-10	9.65e-10	8	273	CF1.6b:LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	59	pmagpy-3.22.1	CF1.6b	u	0.015	0	0.0	0.0	9	273
	This study		1.5	210.9	-21.2	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:22:50	5.08e-08	8.93e-10	5.75e-10	9.61e-10	8	273	CF1.6b:LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	60	pmagpy-3.22.1	CF1.6b	u	0.02	0	0.0	0.0	10	273
	This study		1.4	210.9	-21.2	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:24:11	5.0499999999999996e-08	5e-10	5.820000000000001e-10	9.510000000000001e-10	8	273	CF1.6b:LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	61	pmagpy-3.22.1	CF1.6b	u	0.025	0	0.0	0.0	11	273
	This study		1.6	210.8	-21.4	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:25:31	4.95e-08	7.18e-10	8.699999999999999e-10	9.37e-10	8	273	CF1.6b:LP-DIR-AF12	LT-AF-Z:LP-DIR-AF	g	62	pmagpy-3.22.1	CF1.6b	u	0.03	0	0.0	0.0	12	273
	This study		1.5	210.6	-21.5	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:26:58	4.8899999999999995e-08	4.79e-10	7.3e-10	9.379999999999999e-10	8	273	CF1.6b:LP-DIR-AF13	LT-AF-Z:LP-DIR-AF	g	63	pmagpy-3.22.1	CF1.6b	u	0.035	0	0.0	0.0	13	273
	This study		1.6	211.0	-21.6	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:28:19	4.79e-08	7.34e-10	7.75e-10	9.26e-10	8	273	CF1.6b:LP-DIR-AF14	LT-AF-Z:LP-DIR-AF	g	64	pmagpy-3.22.1	CF1.6b	u	0.04	0	0.0	0.0	14	273
	This study		1.7	210.9	-21.8	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:29:39	4.7000000000000004e-08	7.439999999999999e-10	8.88e-10	9.080000000000001e-10	8	273	CF1.6b:LP-DIR-AF15	LT-AF-Z:LP-DIR-AF	g	65	pmagpy-3.22.1	CF1.6b	u	0.045	0	0.0	0.0	15	273
	This study		1.7	211.0	-21.9	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:31:00	4.63e-08	7.349999999999999e-10	8.92e-10	9.04e-10	8	273	CF1.6b:LP-DIR-AF16	LT-AF-Z:LP-DIR-AF	g	66	pmagpy-3.22.1	CF1.6b	u	0.05	0	0.0	0.0	16	273
	This study		1.7	211.0	-22.0	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:32:21	4.56e-08	7.7e-10	7.920000000000001e-10	8.97e-10	8	273	CF1.6b:LP-DIR-AF17	LT-AF-Z:LP-DIR-AF	g	67	pmagpy-3.22.1	CF1.6b	u	0.055	0	0.0	0.0	17	273
	This study		1.8	210.9	-22.1	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:33:43	4.4900000000000005e-08	7.75e-10	9.120000000000001e-10	8.780000000000001e-10	8	273	CF1.6b:LP-DIR-AF18	LT-AF-Z:LP-DIR-AF	g	68	pmagpy-3.22.1	CF1.6b	u	0.06	0	0.0	0.0	18	273
	This study		1.8	211.0	-21.2	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:35:03	4.34e-08	7.7e-10	9.01e-10	8.66e-10	8	273	CF1.6b:LP-DIR-AF19	LT-AF-Z:LP-DIR-AF	g	69	pmagpy-3.22.1	CF1.6b	u	0.07	0	0.0	0.0	19	273
	This study		1.7	211.5	-19.6	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:36:23	4.1900000000000005e-08	7.79e-10	6.75e-10	8.44e-10	8	273	CF1.6b:LP-DIR-AF20	LT-AF-Z:LP-DIR-AF	g	70	pmagpy-3.22.1	CF1.6b	u	0.08	0	0.0	0.0	20	273
	This study		1.7	211.9	-17.7	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:37:44	4.07e-08	7.689999999999999e-10	6.55e-10	8.24e-10	8	273	CF1.6b:LP-DIR-AF21	LT-AF-Z:LP-DIR-AF	g	71	pmagpy-3.22.1	CF1.6b	u	0.09	0	0.0	0.0	21	273
	This study		1.7	212.4	-16.3	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:39:05	3.9700000000000005e-08	7.77e-10	6.73e-10	7.240000000000001e-10	8	273	CF1.6b:LP-DIR-AF22	LT-AF-Z:LP-DIR-AF	g	72	pmagpy-3.22.1	CF1.6b	u	0.1	0	0.0	0.0	22	273
	This study		1.8	213.3	-13.7	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:40:27	3.82e-08	7.5e-10	6.320000000000001e-10	8.14e-10	8	273	CF1.6b:LP-DIR-AF23	LT-AF-Z:LP-DIR-AF	g	73	pmagpy-3.22.1	CF1.6b	u	0.12	0	0.0	0.0	23	273
	This study		1.7	214.1	-20.0	CF1.6b:LP-DIR-AF	hargrave 2018-08-24 20:41:51	3.93e-08	8.12e-10	6.96e-10	6.38e-10	8	273	CF1.6b:LP-DIR-AF24	LT-AF-Z:LP-DIR-AF	g	74	pmagpy-3.22.1	CF1.6b	u	0.13	0	0.0	0.0	24	273
	This study		1.4	239.3	41.8	CF10.1b:LP-DIR-AF	hargrave 2017-11-30 21:46:32	2.15e-06	3.95e-08	4.29e-08	1.3600000000000001e-08	8	273	CF10.1b:LP-DIR-AF0	LT-NO:LP-DIR-AF	g	0	pmagpy-3.22.1	CF10.1b	u	0.0	0	0.0	0.0	0	273
	This study		1.4	239.3	41.9	CF10.1b:LP-DIR-AF	hargrave 2017-11-30 21:47:52	2.15e-06	3.94e-08	4.22e-08	1.35e-08	8	273	CF10.1b:LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	1	pmagpy-3.22.1	CF10.1b	u	0.001	0	0.0	0.0	1	273
	This study		1.4	239.4	42.0	CF10.1b:LP-DIR-AF	hargrave 2017-11-30 21:49:12	2.16e-06	3.7999999999999996e-08	4.3099999999999996e-08	1.4e-08	8	273	CF10.1b:LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	2	pmagpy-3.22.1	CF10.1b	u	0.002	0	0.0	0.0	2	273
	This study		1.4	239.6	42.2	CF10.1b:LP-DIR-AF	hargrave 2017-11-30 21:50:32	2.19e-06	4.0199999999999996e-08	4.32e-08	1.38e-08	8	273	CF10.1b:LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	3	pmagpy-3.22.1	CF10.1b	u	0.003	0	0.0	0.0	3	273
	This study		1.4	239.9	42.4	CF10.1b:LP-DIR-AF	hargrave 2017-11-30 21:51:53	2.21e-06	4.0099999999999995e-08	4.3e-08	1.31e-08	8	273	CF10.1b:LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	4	pmagpy-3.22.1	CF10.1b	u	0.004	0	0.0	0.0	4	273
