tab	locations
location	age	age_high	age_low	age_sigma	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Copper Falls State Park	1100	1105	1098		Ma	46.37524	46.37128	269.36848	269.36308	Extrusive	Basaltic Lava:Rhyolite	Stratigraphic Section		This study
Gooseberry River	1095	1096.5	1093.6		Ma	47.15516	47.13752	268.54447	268.50811	Extrusive	Basaltic Lava	Stratigraphic Section		This study
Agate Point	1105.15			1.3	Ma	48.61012	48.60831	271.80218	271.80139	Extrusive	Basaltic Lava	Stratigraphic Section		This study
Puff Island	1095	1105	1085		Ma	48.65753	48.65744	271.96056	271.96054	Extrusive	Basaltic Lava	Stratigraphic Section		This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
AP1-1a:LP-DIR-T11	AP1-1a:LP-DIR-T	AP1-1a	1.8	306.3	-57.2	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:30:33	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	1.47e-05	4.14e-07	2.21e-07	1.96e-07
AP1-1a:LP-DIR-T12	AP1-1a:LP-DIR-T	AP1-1a	1.8	308.6	-57.8	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:11:06	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	1.24e-05	3.4e-07	1.99e-07	1.92e-07
AP1-1a:LP-DIR-T13	AP1-1a:LP-DIR-T	AP1-1a	1.8	308.3	-56.9	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:51:52	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	1.05e-05	2.8e-07	1.62e-07	1.66e-07
AP1-1a:LP-DIR-T14	AP1-1a:LP-DIR-T	AP1-1a	2.3	307.6	-57.3	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:52:28	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	8.91e-06	3.2e-07	1.7e-07	1.41e-07
AP1-1a:LP-DIR-T15	AP1-1a:LP-DIR-T	AP1-1a	2.5	308.4	-57.3	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:09:37	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	7.73e-06	2.84e-07	1.74e-07	1.1599999999999999e-07
AP1-1a:LP-DIR-T16	AP1-1a:LP-DIR-T	AP1-1a	1.6	309.7	-56.1	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:01:40	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	6.92e-06	1.73e-07	1.0199999999999999e-07	9.400000000000001e-08
AP1-2a:LP-DIR-T1	AP1-2a:LP-DIR-T	AP1-2a	2	346.6	-76.9	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:15:33	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	2.18e-05	7.340000000000001e-07	2.96e-07	2.07e-07
AP1-2a:LP-DIR-T2	AP1-2a:LP-DIR-T	AP1-2a	2.1	347.7	-76.9	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:33:18	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	2.1e-05	7.33e-07	2.88e-07	2.07e-07
AP1-2a:LP-DIR-T3	AP1-2a:LP-DIR-T	AP1-2a	2	347.5	-77	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:20:38	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	2.1e-05	6.58e-07	2.86e-07	2.16e-07
AP1-2a:LP-DIR-T4	AP1-2a:LP-DIR-T	AP1-2a	2	344.6	-76.2	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:36:04	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	2.14e-05	6.92e-07	2.98e-07	2.25e-07
AP1-2a:LP-DIR-T5	AP1-2a:LP-DIR-T	AP1-2a	2	345.0	-76.1	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:23:18	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	2.01e-05	6.529999999999999e-07	2.77e-07	1.99e-07
AP1-2a:LP-DIR-T6	AP1-2a:LP-DIR-T	AP1-2a	2.5	345.0	-75.8	0	0	0	-90	6	623	This study	hargrave 2016-04-25 11:57:50	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	1.4400000000000001e-05	5.629999999999999e-07	2.75e-07	2.39e-07
AP1-2a:LP-DIR-T7	AP1-2a:LP-DIR-T	AP1-2a	2.4	346.6	-76	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:53:03	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.29e-05	5.04e-07	2.33e-07	2.1300000000000001e-07
AP1-2a:LP-DIR-T8	AP1-2a:LP-DIR-T	AP1-2a	2.6	342.7	-75.4	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:21:58	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.15e-05	4.71e-07	2.33e-07	1.8100000000000002e-07
AP1-2a:LP-DIR-T9	AP1-2a:LP-DIR-T	AP1-2a	1.8	344.9	-75.6	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:16:15	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.0300000000000001e-05	2.89e-07	1.7e-07	9.519999999999999e-08
AP1-2a:LP-DIR-T10	AP1-2a:LP-DIR-T	AP1-2a	2.1	344.5	-75.4	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:39:14	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	9.37e-06	3.06e-07	1.78e-07	1.42e-07
AP1-2a:LP-DIR-T11	AP1-2a:LP-DIR-T	AP1-2a	2	344.7	-75.2	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:32:12	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	8.37e-06	2.3600000000000002e-07	1.87e-07	1.11e-07
AP1-2a:LP-DIR-T12	AP1-2a:LP-DIR-T	AP1-2a	2.4	345.7	-75.6	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:12:45	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	7.03e-06	1.8800000000000002e-07	2.37e-07	1.0199999999999999e-07
AP1-2a:LP-DIR-T13	AP1-2a:LP-DIR-T	AP1-2a	2	340.5	-75.8	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:53:32	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	5.84e-06	1.72e-07	1.1599999999999999e-07	7.98e-08
AP1-2a:LP-DIR-T14	AP1-2a:LP-DIR-T	AP1-2a	2.3	341.3	-75.5	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:54:08	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	4.74e-06	1.7600000000000001e-07	8.849999999999999e-08	6.950000000000001e-08
AP1-2a:LP-DIR-T15	AP1-2a:LP-DIR-T	AP1-2a	1.8	340.0	-75.5	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:11:17	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	4e-06	1.04e-07	7.45e-08	5.31e-08
AP1-2a:LP-DIR-T16	AP1-2a:LP-DIR-T	AP1-2a	1.6	342.9	-75.2	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:03:19	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	3.49e-06	7.37e-08	6.79e-08	4.0999999999999997e-08
AP1-3a:LP-DIR-T1	AP1-3a:LP-DIR-T	AP1-3a	2.4	308.1	-58.7	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:17:08	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	2.15e-05	8.41e-07	3.08e-07	2.4e-07
AP1-3a:LP-DIR-T2	AP1-3a:LP-DIR-T	AP1-3a	2	309.8	-58.8	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:34:53	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	2.09e-05	6.74e-07	2.56e-07	2.3100000000000002e-07
AP1-3a:LP-DIR-T3	AP1-3a:LP-DIR-T	AP1-3a	2.7	309.4	-58.8	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:21:55	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	2.11e-05	8.94e-07	3.64e-07	2.2e-07
AP1-3a:LP-DIR-T4	AP1-3a:LP-DIR-T	AP1-3a	1.9	311.8	-59.2	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:37:20	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	2.17e-05	6.38e-07	2.68e-07	2.39e-07
AP1-3a:LP-DIR-T5	AP1-3a:LP-DIR-T	AP1-3a	2.6	313.6	-59.7	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:24:35	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	1.9399999999999997e-05	8.1e-07	2.77e-07	2.4399999999999996e-07
AP1-3a:LP-DIR-T6	AP1-3a:LP-DIR-T	AP1-3a	2.2	313.7	-59.7	0	0	0	-90	6	623	This study	hargrave 2016-04-25 11:59:25	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	1.36e-05	4.53e-07	2.17e-07	1.91e-07
AP1-3a:LP-DIR-T7	AP1-3a:LP-DIR-T	AP1-3a	3.5	314.4	-59.9	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:54:39	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.21e-05	6.3e-07	3.96e-07	1.53e-07
AP1-3a:LP-DIR-T8	AP1-3a:LP-DIR-T	AP1-3a	2.5	312.8	-59.7	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:23:34	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.1e-05	4.11e-07	2.3100000000000002e-07	1.35e-07
AP1-3a:LP-DIR-T9	AP1-3a:LP-DIR-T	AP1-3a	1.6	316.0	-60.2	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:17:50	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.0199999999999999e-05	1.7600000000000001e-07	2.1100000000000002e-07	1.06e-07
AP1-3a:LP-DIR-T10	AP1-3a:LP-DIR-T	AP1-3a	1.9	315.7	-59.9	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:40:49	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	9.42e-06	2.7600000000000004e-07	1.34e-07	1.31e-07
AP1-3a:LP-DIR-T11	AP1-3a:LP-DIR-T	AP1-3a	1.6	316.6	-60	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:33:51	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	8.43e-06	1.71e-07	1.53e-07	9.69e-08
AP1-3a:LP-DIR-T12	AP1-3a:LP-DIR-T	AP1-3a	2	315.8	-60.1	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:14:20	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	7.07e-06	2.19e-07	1.05e-07	9.49e-08
AP1-3a:LP-DIR-T13	AP1-3a:LP-DIR-T	AP1-3a	2	315.9	-60	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:55:07	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	5.97e-06	1.7699999999999998e-07	8.730000000000001e-08	8.310000000000001e-08
AP1-3a:LP-DIR-T14	AP1-3a:LP-DIR-T	AP1-3a	2.8	314.8	-60	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:55:43	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	5.02e-06	2.1300000000000001e-07	1.11e-07	6.47e-08
AP1-3a:LP-DIR-T15	AP1-3a:LP-DIR-T	AP1-3a	2.8	315.3	-59.9	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:12:51	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	4.36e-06	1.8899999999999999e-07	1.0099999999999999e-07	5.68e-08
AP1-3a:LP-DIR-T16	AP1-3a:LP-DIR-T	AP1-3a	2.1	317.1	-60.1	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:05:45	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	3.96e-06	1.33e-07	6.18e-08	4.79e-08
AP1-4a:LP-DIR-T1	AP1-4a:LP-DIR-T	AP1-4a	1.5	246.6	-78.2	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:18:40	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	2.98e-05	5.23e-07	5.839999999999999e-07	2.77e-07
AP1-4a:LP-DIR-T2	AP1-4a:LP-DIR-T	AP1-4a	1.5	247.7	-78.2	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:36:24	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	2.8800000000000002e-05	4.93e-07	5.83e-07	2.37e-07
AP1-4a:LP-DIR-T3	AP1-4a:LP-DIR-T	AP1-4a	1.4	247.4	-78	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:23:09	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	2.8899999999999998e-05	4.79e-07	5.2e-07	2.7e-07
AP1-4a:LP-DIR-T4	AP1-4a:LP-DIR-T	AP1-4a	1.3	254.1	-78.4	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:38:34	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	2.9600000000000005e-05	4.29e-07	4.7e-07	2.8e-07
AP1-4a:LP-DIR-T5	AP1-4a:LP-DIR-T	AP1-4a	1.4	258.3	-78.5	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:25:49	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	2.6600000000000003e-05	4.48e-07	4.78e-07	2.16e-07
AP1-4a:LP-DIR-T6	AP1-4a:LP-DIR-T	AP1-4a	1.8	257.8	-78.5	0	0	0	-90	6	623	This study	hargrave 2016-04-25 12:00:57	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	1.86e-05	4.42e-07	3.97e-07	2.7800000000000003e-07
AP1-4a:LP-DIR-T7	AP1-4a:LP-DIR-T	AP1-4a	1.7	257.8	-78.7	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:56:11	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.6800000000000002e-05	3.6e-07	3.32e-07	2.55e-07
AP1-4a:LP-DIR-T8	AP1-4a:LP-DIR-T	AP1-4a	1.8	258.2	-78.5	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:25:08	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.5399999999999998e-05	3.46e-07	3.11e-07	2.23e-07
AP1-4a:LP-DIR-T9	AP1-4a:LP-DIR-T	AP1-4a	1.6	259.4	-78.5	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:19:22	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.42e-05	2.82e-07	2.66e-07	1.2e-07
AP1-4a:LP-DIR-T10	AP1-4a:LP-DIR-T	AP1-4a	1.7	261.1	-78.6	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:42:20	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	1.32e-05	2.64e-07	2.65e-07	1.65e-07
AP1-4a:LP-DIR-T11	AP1-4a:LP-DIR-T	AP1-4a	1.6	263.8	-78.7	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:35:27	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	1.18e-05	2.26e-07	2.3e-07	1.43e-07
AP1-4a:LP-DIR-T12	AP1-4a:LP-DIR-T	AP1-4a	1.6	259.2	-78.7	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:15:52	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	9.9e-06	1.93e-07	1.7899999999999997e-07	1.47e-07
AP1-4a:LP-DIR-T13	AP1-4a:LP-DIR-T	AP1-4a	1.6	260.8	-78.7	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:56:43	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	8.14e-06	1.65e-07	1.55e-07	1.08e-07
AP1-4a:LP-DIR-T14	AP1-4a:LP-DIR-T	AP1-4a	1.7	259.6	-78.4	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:57:15	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	6.53e-06	1.53e-07	1.24e-07	9.449999999999999e-08
AP1-4a:LP-DIR-T15	AP1-4a:LP-DIR-T	AP1-4a	1.7	259.9	-78.4	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:14:23	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	5.44e-06	1.2199999999999998e-07	1.04e-07	7.76e-08
AP1-4a:LP-DIR-T16	AP1-4a:LP-DIR-T	AP1-4a	1.6	262.4	-78.3	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:07:17	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	4.83e-06	9.619999999999999e-08	8.880000000000001e-08	5.94e-08
AP1-5a:LP-DIR-T1	AP1-5a:LP-DIR-T	AP1-5a	1.9	309.6	-42.8	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:20:12	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	3.8299999999999996e-05	6.28e-07	9.1e-07	6.7e-07
AP1-5a:LP-DIR-T2	AP1-5a:LP-DIR-T	AP1-5a	3.4	309.9	-42.8	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:37:55	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	3.66e-05	1.36e-06	1.6e-06	7.51e-07
AP1-5a:LP-DIR-T3	AP1-5a:LP-DIR-T	AP1-5a	1.7	312.9	-43.1	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:24:22	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	3.65e-05	6.27e-07	5.44e-07	7.77e-07
AP1-5a:LP-DIR-T4	AP1-5a:LP-DIR-T	AP1-5a	1.8	315.8	-43.6	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:39:47	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	3.7e-05	5.44e-07	7.159999999999999e-07	7.96e-07
AP1-5a:LP-DIR-T5	AP1-5a:LP-DIR-T	AP1-5a	1.8	316.1	-43.5	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:27:02	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	3.4399999999999996e-05	4.2700000000000005e-07	7.11e-07	7.68e-07
AP1-5a:LP-DIR-T6	AP1-5a:LP-DIR-T	AP1-5a	2.1	315.0	-43.4	0	0	0	-90	6	623	This study	hargrave 2016-04-25 12:02:29	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	2.27e-05	3.96e-07	5.55e-07	5.55e-07
AP1-5a:LP-DIR-T7	AP1-5a:LP-DIR-T	AP1-5a	2.4	318.8	-44	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:57:43	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.83e-05	5.99e-07	3.16e-07	3.9e-07
AP1-5a:LP-DIR-T8	AP1-5a:LP-DIR-T	AP1-5a	3.5	314.7	-43.3	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:27:32	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.4599999999999999e-05	4.56e-07	6.93e-07	3.48e-07
AP1-5a:LP-DIR-T9	AP1-5a:LP-DIR-T	AP1-5a	2.2	315.3	-43.6	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:20:53	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.22e-05	3.2299999999999997e-07	1.67e-07	3.13e-07
AP1-5a:LP-DIR-T10	AP1-5a:LP-DIR-T	AP1-5a	2.1	318.2	-43.7	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:43:57	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	1.07e-05	2.98e-07	1.55e-07	2.28e-07
AP1-5a:LP-DIR-T11	AP1-5a:LP-DIR-T	AP1-5a	2.1	318.6	-43.8	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:36:58	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	9.1e-06	2.58e-07	1.26e-07	1.8800000000000002e-07
AP1-5a:LP-DIR-T12	AP1-5a:LP-DIR-T	AP1-5a	1.9	316.9	-43.6	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:17:24	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	7.27e-06	1.28e-07	1.4599999999999998e-07	1.68e-07
AP1-5a:LP-DIR-T13	AP1-5a:LP-DIR-T	AP1-5a	1.9	317.0	-43.8	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:58:15	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	5.41e-06	1.1e-07	8.26e-08	1.23e-07
AP1-5a:LP-DIR-T14	AP1-5a:LP-DIR-T	AP1-5a	1.9	313.8	-43.8	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:58:47	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	3.55e-06	6.25e-08	7.68e-08	7.85e-08
AP1-5a:LP-DIR-T15	AP1-5a:LP-DIR-T	AP1-5a	2.5	316.6	-44.8	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:15:54	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	2.56e-06	5.34e-08	8.5e-08	5.83e-08
AP1-5a:LP-DIR-T16	AP1-5a:LP-DIR-T	AP1-5a	2	315.6	-44.2	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:08:49	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	2.16e-06	3.86e-08	5.42e-08	4.36e-08
AP1-6a:LP-DIR-T1	AP1-6a:LP-DIR-T	AP1-6a	3.1	316.2	-43	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:21:48	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	5.94e-05	2.51e-06	2.03e-06	6.41e-07
AP1-6a:LP-DIR-T2	AP1-6a:LP-DIR-T	AP1-6a	3.8	315.2	-43.1	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:39:31	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	5.7600000000000004e-05	2.69e-06	2.66e-06	5.079999999999999e-07
