tab	measurements																												
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
AP1-1a:LP-DIR-T11	AP1-1a:LP-DIR-T	AP1-1a	1.8	306.3	-57.2	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:30:33	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	1.47E-05	4.14E-07	2.21E-07	1.96E-07	AP1-1	AP1	Agate Point
AP1-1a:LP-DIR-T12	AP1-1a:LP-DIR-T	AP1-1a	1.8	308.6	-57.8	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:11:06	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	1.24E-05	3.40E-07	1.99E-07	1.92E-07	AP1-1	AP1	Agate Point
AP1-1a:LP-DIR-T13	AP1-1a:LP-DIR-T	AP1-1a	1.8	308.3	-56.9	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:51:52	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	1.05E-05	2.80E-07	1.62E-07	1.66E-07	AP1-1	AP1	Agate Point
AP1-1a:LP-DIR-T14	AP1-1a:LP-DIR-T	AP1-1a	2.3	307.6	-57.3	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:52:28	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	8.91E-06	3.20E-07	1.70E-07	1.41E-07	AP1-1	AP1	Agate Point
AP1-1a:LP-DIR-T15	AP1-1a:LP-DIR-T	AP1-1a	2.5	308.4	-57.3	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:09:37	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	7.73E-06	2.84E-07	1.74E-07	1.16E-07	AP1-1	AP1	Agate Point
AP1-1a:LP-DIR-T16	AP1-1a:LP-DIR-T	AP1-1a	1.6	309.7	-56.1	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:01:40	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	6.92E-06	1.73E-07	1.02E-07	9.40E-08	AP1-1	AP1	Agate Point
AP1-2a:LP-DIR-T1	AP1-2a:LP-DIR-T	AP1-2a	2	346.6	-76.9	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:15:33	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	2.18E-05	7.34E-07	2.96E-07	2.07E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T2	AP1-2a:LP-DIR-T	AP1-2a	2.1	347.7	-76.9	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:33:18	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	2.10E-05	7.33E-07	2.88E-07	2.07E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T3	AP1-2a:LP-DIR-T	AP1-2a	2	347.5	-77	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:20:38	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	2.10E-05	6.58E-07	2.86E-07	2.16E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T4	AP1-2a:LP-DIR-T	AP1-2a	2	344.6	-76.2	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:36:04	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	2.14E-05	6.92E-07	2.98E-07	2.25E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T5	AP1-2a:LP-DIR-T	AP1-2a	2	345	-76.1	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:23:18	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	2.01E-05	6.53E-07	2.77E-07	1.99E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T6	AP1-2a:LP-DIR-T	AP1-2a	2.5	345	-75.8	0	0	0	-90	6	623	This study	hargrave 2016-04-25 11:57:50	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	1.44E-05	5.63E-07	2.75E-07	2.39E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T7	AP1-2a:LP-DIR-T	AP1-2a	2.4	346.6	-76	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:53:03	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.29E-05	5.04E-07	2.33E-07	2.13E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T8	AP1-2a:LP-DIR-T	AP1-2a	2.6	342.7	-75.4	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:21:58	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.15E-05	4.71E-07	2.33E-07	1.81E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T9	AP1-2a:LP-DIR-T	AP1-2a	1.8	344.9	-75.6	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:16:15	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.03E-05	2.89E-07	1.70E-07	9.52E-08	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T10	AP1-2a:LP-DIR-T	AP1-2a	2.1	344.5	-75.4	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:39:14	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	9.37E-06	3.06E-07	1.78E-07	1.42E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T11	AP1-2a:LP-DIR-T	AP1-2a	2	344.7	-75.2	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:32:12	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	8.37E-06	2.36E-07	1.87E-07	1.11E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T12	AP1-2a:LP-DIR-T	AP1-2a	2.4	345.7	-75.6	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:12:45	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	7.03E-06	1.88E-07	2.37E-07	1.02E-07	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T13	AP1-2a:LP-DIR-T	AP1-2a	2	340.5	-75.8	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:53:32	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	5.84E-06	1.72E-07	1.16E-07	7.98E-08	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T14	AP1-2a:LP-DIR-T	AP1-2a	2.3	341.3	-75.5	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:54:08	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	4.74E-06	1.76E-07	8.85E-08	6.95E-08	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T15	AP1-2a:LP-DIR-T	AP1-2a	1.8	340	-75.5	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:11:17	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	4.00E-06	1.04E-07	7.45E-08	5.31E-08	AP1-2	AP1	Agate Point
AP1-2a:LP-DIR-T16	AP1-2a:LP-DIR-T	AP1-2a	1.6	342.9	-75.2	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:03:19	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	3.49E-06	7.37E-08	6.79E-08	4.10E-08	AP1-2	AP1	Agate Point
AP1-3a:LP-DIR-T1	AP1-3a:LP-DIR-T	AP1-3a	2.4	308.1	-58.7	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:17:08	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	2.15E-05	8.41E-07	3.08E-07	2.40E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T2	AP1-3a:LP-DIR-T	AP1-3a	2	309.8	-58.8	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:34:53	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	2.09E-05	6.74E-07	2.56E-07	2.31E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T3	AP1-3a:LP-DIR-T	AP1-3a	2.7	309.4	-58.8	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:21:55	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	2.11E-05	8.94E-07	3.64E-07	2.20E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T4	AP1-3a:LP-DIR-T	AP1-3a	1.9	311.8	-59.2	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:37:20	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	2.17E-05	6.38E-07	2.68E-07	2.39E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T5	AP1-3a:LP-DIR-T	AP1-3a	2.6	313.6	-59.7	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:24:35	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	1.94E-05	8.10E-07	2.77E-07	2.44E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T6	AP1-3a:LP-DIR-T	AP1-3a	2.2	313.7	-59.7	0	0	0	-90	6	623	This study	hargrave 2016-04-25 11:59:25	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	1.36E-05	4.53E-07	2.17E-07	1.91E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T7	AP1-3a:LP-DIR-T	AP1-3a	3.5	314.4	-59.9	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:54:39	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.21E-05	6.30E-07	3.96E-07	1.53E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T8	AP1-3a:LP-DIR-T	AP1-3a	2.5	312.8	-59.7	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:23:34	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.10E-05	4.11E-07	2.31E-07	1.35E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T9	AP1-3a:LP-DIR-T	AP1-3a	1.6	316	-60.2	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:17:50	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.02E-05	1.76E-07	2.11E-07	1.06E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T10	AP1-3a:LP-DIR-T	AP1-3a	1.9	315.7	-59.9	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:40:49	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	9.42E-06	2.76E-07	1.34E-07	1.31E-07	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T11	AP1-3a:LP-DIR-T	AP1-3a	1.6	316.6	-60	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:33:51	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	8.43E-06	1.71E-07	1.53E-07	9.69E-08	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T12	AP1-3a:LP-DIR-T	AP1-3a	2	315.8	-60.1	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:14:20	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	7.07E-06	2.19E-07	1.05E-07	9.49E-08	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T13	AP1-3a:LP-DIR-T	AP1-3a	2	315.9	-60	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:55:07	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	5.97E-06	1.77E-07	8.73E-08	8.31E-08	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T14	AP1-3a:LP-DIR-T	AP1-3a	2.8	314.8	-60	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:55:43	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	5.02E-06	2.13E-07	1.11E-07	6.47E-08	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T15	AP1-3a:LP-DIR-T	AP1-3a	2.8	315.3	-59.9	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:12:51	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	4.36E-06	1.89E-07	1.01E-07	5.68E-08	AP1-3	AP1	Agate Point
AP1-3a:LP-DIR-T16	AP1-3a:LP-DIR-T	AP1-3a	2.1	317.1	-60.1	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:05:45	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	3.96E-06	1.33E-07	6.18E-08	4.79E-08	AP1-3	AP1	Agate Point
AP1-4a:LP-DIR-T1	AP1-4a:LP-DIR-T	AP1-4a	1.5	246.6	-78.2	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:18:40	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	2.98E-05	5.23E-07	5.84E-07	2.77E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T2	AP1-4a:LP-DIR-T	AP1-4a	1.5	247.7	-78.2	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:36:24	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	2.88E-05	4.93E-07	5.83E-07	2.37E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T3	AP1-4a:LP-DIR-T	AP1-4a	1.4	247.4	-78	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:23:09	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	2.89E-05	4.79E-07	5.20E-07	2.70E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T4	AP1-4a:LP-DIR-T	AP1-4a	1.3	254.1	-78.4	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:38:34	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	2.96E-05	4.29E-07	4.70E-07	2.80E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T5	AP1-4a:LP-DIR-T	AP1-4a	1.4	258.3	-78.5	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:25:49	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	2.66E-05	4.48E-07	4.78E-07	2.16E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T6	AP1-4a:LP-DIR-T	AP1-4a	1.8	257.8	-78.5	0	0	0	-90	6	623	This study	hargrave 2016-04-25 12:00:57	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	1.86E-05	4.42E-07	3.97E-07	2.78E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T7	AP1-4a:LP-DIR-T	AP1-4a	1.7	257.8	-78.7	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:56:11	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.68E-05	3.60E-07	3.32E-07	2.55E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T8	AP1-4a:LP-DIR-T	AP1-4a	1.8	258.2	-78.5	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:25:08	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.54E-05	3.46E-07	3.11E-07	2.23E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T9	AP1-4a:LP-DIR-T	AP1-4a	1.6	259.4	-78.5	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:19:22	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.42E-05	2.82E-07	2.66E-07	1.20E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T10	AP1-4a:LP-DIR-T	AP1-4a	1.7	261.1	-78.6	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:42:20	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	1.32E-05	2.64E-07	2.65E-07	1.65E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T11	AP1-4a:LP-DIR-T	AP1-4a	1.6	263.8	-78.7	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:35:27	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	1.18E-05	2.26E-07	2.30E-07	1.43E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T12	AP1-4a:LP-DIR-T	AP1-4a	1.6	259.2	-78.7	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:15:52	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	9.90E-06	1.93E-07	1.79E-07	1.47E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T13	AP1-4a:LP-DIR-T	AP1-4a	1.6	260.8	-78.7	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:56:43	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	8.14E-06	1.65E-07	1.55E-07	1.08E-07	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T14	AP1-4a:LP-DIR-T	AP1-4a	1.7	259.6	-78.4	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:57:15	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	6.53E-06	1.53E-07	1.24E-07	9.45E-08	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T15	AP1-4a:LP-DIR-T	AP1-4a	1.7	259.9	-78.4	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:14:23	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	5.44E-06	1.22E-07	1.04E-07	7.76E-08	AP1-4	AP1	Agate Point
AP1-4a:LP-DIR-T16	AP1-4a:LP-DIR-T	AP1-4a	1.6	262.4	-78.3	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:07:17	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	4.83E-06	9.62E-08	8.88E-08	5.94E-08	AP1-4	AP1	Agate Point
AP1-5a:LP-DIR-T1	AP1-5a:LP-DIR-T	AP1-5a	1.9	309.6	-42.8	0	0	0	-90	1	273	This study	hargrave 2016-04-08 16:20:12	LT-NO:LP-DIR-T	g	1	u	8	273			pmagpy-3.4.1	3.83E-05	6.28E-07	9.10E-07	6.70E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T2	AP1-5a:LP-DIR-T	AP1-5a	3.4	309.9	-42.8	0	0	0	-90	2	77	This study	hargrave 2016-04-11 16:37:55	LT-LT-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.4.1	3.66E-05	1.36E-06	1.60E-06	7.51E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T3	AP1-5a:LP-DIR-T	AP1-5a	1.7	312.9	-43.1	0	0	0	-90	3	373	This study	hargrave 2016-04-18 09:24:22	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.4.1	3.65E-05	6.27E-07	5.44E-07	7.77E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T4	AP1-5a:LP-DIR-T	AP1-5a	1.8	315.8	-43.6	0	0	0	-90	4	473	This study	hargrave 2016-04-18 16:39:47	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.4.1	3.70E-05	5.44E-07	7.16E-07	7.96E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T5	AP1-5a:LP-DIR-T	AP1-5a	1.8	316.1	-43.5	0	0	0	-90	5	573	This study	hargrave 2016-04-19 12:27:02	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.4.1	3.44E-05	4.27E-07	7.11E-07	7.68E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T6	AP1-5a:LP-DIR-T	AP1-5a	2.1	315	-43.4	0	0	0	-90	6	623	This study	hargrave 2016-04-25 12:02:29	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.4.1	2.27E-05	3.96E-07	5.55E-07	5.55E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T7	AP1-5a:LP-DIR-T	AP1-5a	2.4	318.8	-44	0	0	0	-90	7	673	This study	hargrave 2016-04-26 08:57:43	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.4.1	1.83E-05	5.99E-07	3.16E-07	3.90E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T8	AP1-5a:LP-DIR-T	AP1-5a	3.5	314.7	-43.3	0	0	0	-90	8	723	This study	hargrave 2016-04-26 16:27:32	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.4.1	1.46E-05	4.56E-07	6.93E-07	3.48E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T9	AP1-5a:LP-DIR-T	AP1-5a	2.2	315.3	-43.6	0	0	0	-90	9	748	This study	hargrave 2016-05-02 13:20:53	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.4.1	1.22E-05	3.23E-07	1.67E-07	3.13E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T10	AP1-5a:LP-DIR-T	AP1-5a	2.1	318.2	-43.7	0	0	0	-90	10	773	This study	hargrave 2016-05-02 19:43:57	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.4.1	1.07E-05	2.98E-07	1.55E-07	2.28E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T11	AP1-5a:LP-DIR-T	AP1-5a	2.1	318.6	-43.8	0	0	0	-90	11	798	This study	hargrave 2016-05-03 18:36:58	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.4.1	9.10E-06	2.58E-07	1.26E-07	1.88E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T12	AP1-5a:LP-DIR-T	AP1-5a	1.9	316.9	-43.6	0	0	0	-90	12	823	This study	hargrave 2016-05-12 14:17:24	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.4.1	7.27E-06	1.28E-07	1.46E-07	1.68E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T13	AP1-5a:LP-DIR-T	AP1-5a	1.9	317	-43.8	0	0	0	-90	13	833	This study	hargrave 2016-05-16 11:58:15	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.4.1	5.41E-06	1.10E-07	8.26E-08	1.23E-07	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T14	AP1-5a:LP-DIR-T	AP1-5a	1.9	313.8	-43.8	0	0	0	-90	14	843	This study	hargrave 2016-05-16 17:58:47	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.4.1	3.55E-06	6.25E-08	7.68E-08	7.85E-08	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T15	AP1-5a:LP-DIR-T	AP1-5a	2.5	316.6	-44.8	0	0	0	-90	15	848	This study	hargrave 2016-05-17 14:15:54	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.4.1	2.56E-06	5.34E-08	8.50E-08	5.83E-08	AP1-5	AP1	Agate Point
AP1-5a:LP-DIR-T16	AP1-5a:LP-DIR-T	AP1-5a	2	315.6	-44.2	0	0	0	-90	16	853	This study	hargrave 2016-05-18 11:08:49	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.4.1	2.16E-06	3.86E-08	5.42E-08	4.36E-08	AP1-5	AP1	Agate Point
